year,cbsacode,Sample_Size,Data_value,Data_value_unit,Data_value_type,population,total_adult_obesity,total_adult_smoking,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_or_fair_health,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime,total_poor_physical_health_days,total_poor_mental_health_days,depression_twitter19,depression_twitter10,CENSUS2019POP,CENSUS2010POP,Park_Area_Acres,Weighted_RESP,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n
2018,40060,269,16.76,%,Crude Prevalence,1258689,288497.156,159082.2984,43683.895,100348.4075,173376.5684,101.5718869,0.022648819,119.3711465,23933.83317,223629.8,149990.0499,87848.60383,0.01060693,239485.3797,7917.201846,100644.7045,3085.829196,8302.270838,8823.818124,,,,,12123.10408,0.349918945,86037.50847,52251.8814,11414.11338,3828.993831,419.051687,64.08192331
2019,40060,286,17.02,%,Crude Prevalence,1270746,297021.245,160950.1242,42805.338,101473.2607,175532.8919,109.3303606,0.025399978,125.0448502,24215.50501,223382.801,151757.6977,95590.6571,0.010748413,241212.3095,8662.626565,92258.10148,3149.343167,8381.854919,8908.31792,0.223778613,,1269478,,12123.10408,0.349918945,86037.50847,52251.8814,11414.11338,3828.993831,419.051687,64.08192331
2020,40060,260,19.96,%,Crude Prevalence,1282442,322122.163,163510.879,42899.004,99507.2837,184686.3342,112.7544887,0.028003771,129.2186507,25427.55682,240576.006,152965.9847,97007.01804,0.010814791,244311.7695,8513.271516,99045.82864,3172.433622,8877.025864,9398.446423,,,,,12123.10408,0.349918945,86037.50847,52251.8814,11414.11338,3828.993831,419.051687,64.08192331
2021,40060,281,21.1,%,Crude Prevalence,1291900,336985.142,179873.8814,38719.376,81848.96201,189124.1931,116.9663189,0.030073532,133.0941502,26266.18447,242124.594,176656.9349,97806.50474,0.010925759,246874.8092,8848.639052,100300.4339,3190.761357,9646.415948,10926.98406,,,,,12123.10408,0.349918945,86037.50847,52251.8814,11414.11338,3828.993831,419.051687,64.08192331
2022,40060,365,22.99,%,Crude Prevalence,1303469,347870.456,166443.266,37322.911,80439.55824,187598.2469,125.3728799,0.033096264,142.6799349,25525.22138,276441.883,183323.347,103480.127,0.011071298,249307.8813,9488.047122,89133.67609,3209.500962,9558.716826,11059.39137,,,,,12123.10408,0.349918945,86037.50847,52251.8814,11414.11338,3828.993831,419.051687,64.08192331
2011,40140,269,11.82,%,Crude Prevalence,4143113,800466.5924,474601.1119,228645.1021,357685.1604,487414.8587,0,0.008789268,700.186097,718345.154,621708.4578,555375.801,304950.6169,0.022958912,261662.721,13626.12559,697439.5,19575.53306,272485.5217,276027.9217,,0.118518519,,4224851,1878215.292,0.215335063,,,,,,
2012,40140,212,11.55,%,Crude Prevalence,4143113,814511.4337,456955.6428,292745.1972,365265.4106,485813.1403,298.8084613,0.008789268,675.6242328,721858.0829,629068.4578,567355.6442,291931.5199,0.022958912,261662.721,17042.37234,690920.5639,18445.13151,275848.31,272665.1333,,,,,1878215.292,0.215335063,,,,,,
2013,40140,221,13.21,%,Crude Prevalence,4304997,859841.227,483337.524,298731.592,377227.2535,523173.254,283.5974933,0.009325577,599.3369424,390347.2191,664214.21,607751.534,273097.8335,0.019960688,201307.4407,12475.76681,757990.968,17651.40268,297326.685,290442.095,,,,,1878215.292,0.215335063,,,,,,
2014,40140,131,10.68,%,Crude Prevalence,4350096,866443.926,482739.386,319394.914,387670.6785,546967.539,286.3954815,0,605.5949273,387064.4261,639445.307,611314.667,275913.1488,0.020493987,203409.9348,20961.42209,736796.0664,16527.6165,296944.11,297256.56,,,,,1878215.292,0.215335063,,,,,,
2015,40140,244,14.58,%,Crude Prevalence,4380878,852587.826,489447.54,303401.649,390300.9491,554688.642,238.90693,0.06392,524.805698,378694.1558,610042.002,619936.716,262210.6651,0.021316758,204840.6926,21130.05079,751470.0632,15994.77296,299019.77,299359.9967,,,,,1878215.292,0.215335063,,,,,,
2016,40140,154,13.41,%,Crude Prevalence,4441890,878685.458,458660.31,306450.575,393707.6285,576121.714,235.582921,0.068999999,497.663577,378545.0321,601610.028,627209.06,266352.6804,0.021751037,207688.0601,20219.97446,727276.0653,16211.48636,314453.3317,289083.9367,,,,,1878215.292,0.215335063,,,,,,
2017,40140,194,18.67,%,Crude Prevalence,4489159,888639.12,455704.2555,294706.877,396883.4451,573787.0274,217.872754,0.075500002,476.3465313,377217.9155,646823.96,697604.2885,269347.1335,0.022000634,209890.3849,20028.81871,548904.997,15377.65169,317893.3825,296080.8636,,,,,1878215.292,0.215335063,,,,,,
2018,40140,248,16.24,%,Crude Prevalence,4527837,885375.618,423754.7231,275652.057,395948.3797,623102.4495,219.256812,0.082980001,496.7888351,377284.1784,709773.142,649301.7992,273856.2314,0.022250545,211691.6232,21165.97837,367905.6748,15502.08334,298034.2089,281928.4138,,,,,1878215.292,0.215335063,,,,,,
2019,40140,245,17.86,%,Crude Prevalence,4580670,881682.76,430337.0307,231310.052,390934.647,632925.3391,224.217476,0.090269999,526.5571213,373367.6917,716321.33,659414.1116,284763.8491,0.022477555,214153.146,20465.55745,338816.5457,16590.86258,301483.6556,285170.7638,0.209723131,,4570427,,1878215.292,0.215335063,,,,,,
2021,40140,116,14.08,%,Crude Prevalence,4650631,1021376.612,494321.9542,191978.744,282456.5446,637983.7475,242.7823036,0.106540001,584.2614041,375638.07,717905.227,768139.7483,293579.5965,0.02345502,217412.4061,25148.7257,331285.7407,16828.78682,375555.6913,344881.0099,,,,,1878215.292,0.215335063,,,,,,
2022,40140,207,19.04,%,Crude Prevalence,4678371,1166793.785,448625.866,200678.42,281395.1561,630391.7549,254.4061573,0.11703,621.7325227,366783.8402,971644.956,792047.501,327925.0867,0.023815447,218704.8419,26184.79823,357099.5395,16923.28327,324858.0279,329814.6762,,,,,1878215.292,0.215335063,,,,,,
2011,40180,90,20.91,%,Crude Prevalence,38719,7201.385529,6426.734496,1915.390211,3670.328886,4705.287756,0,0.000121965,18.159211,464.628,7144.003971,3930.636723,4956.148157,0.000345914,20366.194,137.142698,4292.233464,65.473829,4517.216667,4388.153333,,,,,100.0979719,0.1,,,,,,
2014,40220,94,19.32,%,Crude Prevalence,310118,73726.882,51474.95207,12337.538,22643.25133,28228.47772,18.24699893,0,40.70256659,4773.578001,62884.828,38430.219,24233.90882,0.002528857,94030.07171,1515.480892,34709.24092,898.4241164,6414.825556,8524.275,,,,,25505.95624,0.295698915,63612.31776,33458.29818,6704.242473,1580.799126,214.9127252,9.151248077
2014,40340,109,14.95,%,Crude Prevalence,209607,39872.696,20619.248,6187.526001,12844.93867,23861.371,2.797324932,0,24.64610044,4268.711296,32720.997,10337.25019,10237.8484,0.003809958,68170.19795,562.533331,12961.19437,331.3016594,4056.843333,3848.726667,,,,,1900.010174,0.213588531,10361.3431,10753.58126,2459.202437,1072.042443,34.42199037,11.75944734
2015,40340,116,16.46,%,Crude Prevalence,211853,38588.354,20839.288,5740.377,13388.61648,24124.205,3.601501,0.00413,22.5801517,4175.823391,31590.073,10440.46971,9774.061922,0.003750484,68569.32232,613.028734,12131.02397,322.0023904,4099.2925,3887.740833,,,,,1900.010174,0.213588531,10361.3431,10753.58126,2459.202437,1072.042443,34.42199037,11.75944734
2016,40340,123,19.7,%,Crude Prevalence,212778,40262.836,22015.937,6685.242001,13674.41499,35419.559,3.19167,0.0044,21.90326391,4173.807672,31438.118,14835.875,9538.00689,0.003844228,68640.12982,643.9916261,12149.3191,323.8213432,4217.864167,4662.618333,,,,,1900.010174,0.213588531,10361.3431,10753.58126,2459.202437,1072.042443,34.42199037,11.75944734
2017,40340,133,19.17,%,Crude Prevalence,213873,42209.961,21836.75111,5928.511999,13634.15567,33562.56952,2.566476,0.0047,21.41488356,4269.95264,29583.768,16770.73006,9337.231794,0.003705358,68811.19394,715.905977,8914.833571,308.6375936,4929.482375,4742.971426,,,,,1900.010174,0.213588531,10361.3431,10753.58126,2459.202437,1072.042443,34.42199037,11.75944734
2018,40340,123,16.99,%,Crude Prevalence,215884,44454.474,22486.45583,5618.261,13621.79018,35613.35915,2.488256075,0.00499,19.90510981,4298.741991,32885.027,17957.77637,9304.45745,0.003819516,69340.72742,709.160322,6588.380638,311.7081686,4802.854128,5377.554923,,,,,1900.010174,0.213588531,10361.3431,10753.58126,2459.202437,1072.042443,34.42199037,11.75944734
2019,40340,119,19.41,%,Crude Prevalence,218280,45069.004,22782.50608,5265.423999,13437.87178,36086.0214,2.1828,0.00566,19.55410218,4182.712323,31897.842,18193.4195,9674.143648,0.003875421,69971.32368,809.34587,7144.916879,304.5809096,4855.791473,5437.209825,,,,,1900.010174,0.213588531,10361.3431,10753.58126,2459.202437,1072.042443,34.42199037,11.75944734
2020,40340,131,18.32,%,Crude Prevalence,219802,48403.813,21275.31693,4711.142,13291.40952,32215.75937,3.103601161,0.00608,19.84068388,4166.746617,35773.809,17002.39119,10027.83599,0.003901485,70322.52908,791.921463,7015.069941,306.936276,4941.030627,5861.000095,,,,,1900.010174,0.213588531,10361.3431,10753.58126,2459.202437,1072.042443,34.42199037,11.75944734
2013,40380,100,20.61,%,Crude Prevalence,1055278,244172.412,161190.856,50890.59601,83393.64921,129193.418,61.34122812,0.005056742,85.01247437,19199.41918,177218.134,122115.927,60790.89903,0.009020242,217831.2193,6583.373298,84233.37399,3257.625198,24977.52867,23444.918,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2015,40380,181,22.92,%,Crude Prevalence,1058122,238959.674,152508.468,47921.252,85605.19709,124525.642,57.97530642,0.01712,83.64537715,18566.12674,177519.076,130496.673,61044.4742,0.009139619,217342.7591,5836.622136,75653.40572,3133.653017,25286.36333,23885.774,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2016,40380,527,18.62,%,Crude Prevalence,1058185,232848.656,125533.008,47044.40801,86547.65278,153703.175,57.16568444,0.01812,79.34205741,19138.95884,180540.208,106761.392,60779.69031,0.009345812,217171.6703,5418.675929,76147.00878,3134.180706,22717.85733,25289.924,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2017,40380,118,23.95,%,Crude Prevalence,1056906,236552.206,136165.182,45405.705,86733.77188,160135.3651,57.072924,0.01906,76.3697306,19200.49427,172515.074,109129.8527,60465.10002,0.009294468,216545.4309,4960.076479,57708.71795,2993.119583,25406.05965,27169.01795,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2018,40380,570,18.56,%,Crude Prevalence,1053956,240758.651,143558.9058,43302.834,85193.54227,162498.554,61.61163434,0.02077,77.85155194,19575.26898,191045.087,123135.4429,60145.9891,0.00922885,215762.9672,5585.919967,44790.57453,2985.228435,25647.76494,28642.971,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2019,40380,179,20.5,%,Crude Prevalence,1052993,261301.49,143716.4125,44487.424,83758.50351,162692.8944,54.75369911,0.02261,78.63580505,20488.86766,196854.449,123276.0465,65946.10236,0.00922718,215242.1927,5549.791345,38707.48673,2918.183554,25622.71228,28616.00134,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2020,40380,155,25.29,%,Crude Prevalence,1046241,258585.232,126412.4179,37363.201,82762.54921,165757.4965,54.16185612,0.02466,77.43288839,21247.62533,200365.412,116843.3739,68054.50521,0.009091995,213985.9425,5821.350247,36019.44205,2898.848429,24521.80408,28637.26149,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2021,40380,941,23.39,%,Crude Prevalence,1044731,267359.138,157382.5332,37501.783,63064.62318,172885.2014,54.87026626,0.0263,75.17068677,21363.196,185550.29,132714.3904,68729.10751,0.009220021,213481.2696,6252.500747,33079.3126,2895.326967,26795.66538,30217.80704,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2022,40380,179,23.07,%,Crude Prevalence,1042706,264524.251,148525.46,38485.995,62538.43906,163318.0316,57.19780336,0.02796,75.45010641,20672.32877,231717.899,137749.345,70190.56731,0.009399088,212713.071,6720.622929,32534.78919,2890.661092,26202.19196,31613.86279,,,,,35894.02437,0.185059512,5866.879315,3841.783457,704.0179562,132.9084656,21.75075384,7.94282283
2011,40860,153,21.61,%,Crude Prevalence,63014,12811.37634,10412.43336,1724.06304,3879.14184,9136.39986,0,0.000279152,6.805512,315.07,11535.34284,6533.29152,4308.456222,0.000578165,38753.61,137.307506,4927.820828,69.378414,7351.633333,7351.633333,,,,,659.1791733,0.187537806,,,,,,
2012,40860,131,25.11,%,Crude Prevalence,63014,14189.49252,10208.268,1999.43422,3920.286214,9136.39986,0,0.000279152,6.381451767,386.2049103,11841.59088,6584.33286,4337.127592,0.000578165,38753.61,146.255494,5250.95662,83.11525921,7351.633333,7351.633333,,,,,659.1791733,0.187537806,,,,,,
2011,40900,172,13.97,%,Crude Prevalence,2127355,397071.3344,226379.5261,86104.30155,161134.6224,277602.6685,0,0.009896507,267.063494,242218.739,293003.3362,196135.2655,140145.4169,0.021939557,192277.106,8449.76314,261437.5419,12055.53523,60478.39333,63843.26167,,0.086206897,,2149127,236683.3506,0.292572955,,,,,,
2012,40900,123,10.6,%,Crude Prevalence,2127355,417253.6307,213441.0984,107801.4737,163315.4091,275696.214,123.1531998,0.009896507,254.5123374,245656.4308,280449.8448,200259.2585,133749.8101,0.021939557,192277.106,6364.344031,245468.8107,11089.27289,60046.17917,63684.04083,,,,,236683.3506,0.292572955,,,,,,
2013,40900,162,17.38,%,Crude Prevalence,2176235,430411.698,212704.979,113085.197,165227.0429,291172.315,113.8124528,0.010400291,222.9434966,130739.0579,289285.482,210002.237,128970.0709,0.018248783,155640.2708,8182.630683,259719.544,10959.56871,59617.63167,65155.1175,,,,,236683.3506,0.292572955,,,,,,
2014,40900,103,14.27,%,Crude Prevalence,2196482,429692.813,214432.178,119490.354,170068.6628,301064.606,114.8860992,0,224.9647285,132966.3543,285735.983,215649.37,130173.3264,0.01858736,156567.9945,10971.06775,264111.2483,10316.89398,60619.20333,63560.35167,,,,,236683.3506,0.292572955,,,,,,
2015,40900,172,14.75,%,Crude Prevalence,2215770,423359.628,216988.172,114971.369,171451.0908,304666.42,107.451413,0.06106,204.0717084,132670.2969,268072.108,218135.192,130304.8697,0.019393819,158032.4463,9934.29892,279629.1209,9904.371259,61136.8125,64109.6925,,,,,236683.3506,0.292572955,,,,,,
2016,40900,139,15.84,%,Crude Prevalence,2244397,424155.067,237766.944,107090.315,170915.659,313084.041,105.237479,0.06485,200.8188968,132144.1856,273642.125,252598.116,131481.1436,0.020188156,159723.4007,9984.636971,276019.4502,10035.7574,70321.57,69360.055,,,,,236683.3506,0.292572955,,,,,,
2017,40900,209,19.74,%,Crude Prevalence,2274194,443464.133,212835.7564,101816.281,170796.4768,324541.0368,105.950338,0.06981,200.1214375,133247.3862,286181.7,273133.6218,131209.1901,0.020434218,161480.9398,9936.048626,188483.7399,9610.991843,70344.12176,71541.27834,,,,,236683.3506,0.292572955,,,,,,
2018,40900,144,14.52,%,Crude Prevalence,2296418,445432.254,209051.4498,101114.521,169779.4262,345130.155,107.2808817,0.07416,211.6773239,131056.4928,306832.172,253806.3426,133669.6347,0.020880741,163060.3423,10866.0224,121336.7193,9700.214344,67874.46056,71927.38241,,,,,236683.3506,0.292572955,,,,,,
2019,40900,163,15.84,%,Crude Prevalence,2324884,443116.741,212090.7602,82670.19301,163044.477,350248.3232,110.271833,0.07845,228.1929287,130140.6585,312593.286,257476.7162,137119.1709,0.021407788,165566.643,11124.00623,100617.0079,9543.226496,68708.36542,72814.11658,,,,,236683.3506,0.292572955,,,,,,
2021,40900,95,17.13,%,Crude Prevalence,2363730,500436.179,248266.5893,74113.326,122178.3607,387724.2454,110.1592908,0.087209999,243.2284773,123977.6177,331779.479,307866.5095,136329.8614,0.022568019,169119.6931,14318.4202,105774.0085,9684.89592,80421.8067,85106.19133,,,,,236683.3506,0.292572955,,,,,,
2022,40900,210,23.14,%,Crude Prevalence,2374749,502505.939,234100.08,74843.51101,119284.3548,390589.2314,116.1635482,0.09498,248.4966545,119729.4969,413869.544,314524.464,143105.2961,0.023222037,169877.9194,13924.55973,113987.3187,9726.02224,75122.23865,83214.16239,,,,,236683.3506,0.292572955,,,,,,
2014,41060,97,17.43,%,Crude Prevalence,190471,40990.642,20217.206,5245.99,10394.17376,30029.785,2.051900268,0,19.99244902,2550.778375,29066.853,15061.608,8587.11658,0.00163316,71543.68614,484.978123,14856.00788,350.1851257,8454.491667,7178.261667,,,,,12519.61961,0.206542479,27952.23647,16947.31966,2490.299964,493.2573824,57.13516954,12.92254198
2015,41060,125,18.77,%,Crude Prevalence,191306,40487.817,20291.106,5742.923,11072.65876,30133.785,1.91306,0.00365,16.93149086,2495.830883,28082.115,15119.058,9359.003425,0.001716001,71862.82353,502.245692,12243.18602,354.0248946,8493.936667,7210.623333,,,,,12519.61961,0.206542479,27952.23647,16947.31966,2490.299964,493.2573824,57.13516954,12.92254198
2016,41060,113,15.94,%,Crude Prevalence,192418,40539.87,22730.301,6130.046999,11991.46481,33023.382,2.309016,0.00377,15.45245851,2427.120231,31041.323,15329.661,9487.116542,0.001769674,72282.51118,554.5250586,12911.44849,356.0446407,8724.653333,8535.643333,,,,,12519.61961,0.206542479,27952.23647,16947.31966,2490.299964,493.2573824,57.13516954,12.92254198
2017,41060,143,22.45,%,Crude Prevalence,194418,41745.733,22123.10992,6358.884001,12900.86483,31846.28334,3.305106,0.004,15.4273061,2458.917809,29521.927,17274.11891,9248.514414,0.00180038,73027.45692,675.746044,9169.768316,350.3549987,10406.85909,9878.904733,,,,,12519.61961,0.206542479,27952.23647,16947.31966,2490.299964,493.2573824,57.13516954,12.92254198
2018,41060,113,19.79,%,Crude Prevalence,195644,42103.244,22800.52076,5614.668,13309.01126,35105.18652,3.294424929,0.00422,15.29224866,2622.325651,31560.338,18921.60993,9433.836443,0.00168026,73488.94062,680.287568,6669.91421,352.5515786,9652.793094,10058.78817,,,,,12519.61961,0.206542479,27952.23647,16947.31966,2490.299964,493.2573824,57.13516954,12.92254198
2019,41060,128,21.34,%,Crude Prevalence,197759,43306.38,22965.23119,5496.617,13513.07673,35363.36471,3.361903,0.00459,14.47713231,2970.879377,28974.12,19063.90438,9974.661016,0.001692057,74268.38576,762.985437,6400.101144,370.9480783,9755.521118,10166.73891,,,,,12519.61961,0.206542479,27952.23647,16947.31966,2490.299964,493.2573824,57.13516954,12.92254198
2020,41060,141,21.22,%,Crude Prevalence,199801,44626.555,23032.03907,6295.338,13764.42242,36878.66273,3.686202087,0.00502,15.69661449,3248.185015,33473.055,19791.45677,10239.94484,0.001655392,75041.28143,749.613198,6720.955725,374.6675116,10002.14013,10915.97748,,,,,12519.61961,0.206542479,27952.23647,16947.31966,2490.299964,493.2573824,57.13516954,12.92254198
2011,41180,523,18.68,%,Crude Prevalence,2804590,628478.3363,475494.4072,106180.481,225818.278,430563.6686,0,0.004215307,415.116735,62854.464,565208.7,304299.2093,214104.4464,0.027776484,397604.309,14129.36613,242240.5061,18033.95943,23056.73,22033.6431,,0.076923077,,2787701,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2012,41180,386,16.91,%,Crude Prevalence,2804590,653786.9746,454221.158,122327.1145,229938.3084,428012.5798,263.2616748,0.004215307,394.7051551,64284.28484,569313.7518,298897.4554,213340.0361,0.027776484,397604.309,14577.8788,269898.7478,17181.38099,22423.29024,22763.10833,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2013,41180,444,18.87,%,Crude Prevalence,2792279,653017.046,445798.186,125851.997,225124.2193,442389.0162,273.4077459,0.010259697,345.277319,29723.39467,569281.248,299531.1208,209306.1936,0.019986899,367878.1003,14651.74744,277103.536,15043.20187,22343.23095,23349.58857,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2014,41180,401,20.03,%,Crude Prevalence,2795794,656667.734,446242.3734,128244.243,224735.1603,453341.1573,273.355519,0,345.5532393,28451.40364,565677.491,294698.5546,209464.8215,0.020533856,367790.8122,15520.14114,284833.9599,14525.65953,22528.8219,23689.1681,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2015,41180,457,19.41,%,Crude Prevalence,2801056,657739.897,448828.97,121574.667,223953.9888,455995.3755,272.956248,0.03999223,317.6193326,26412.78185,550991.13,296322.4076,206259.5576,0.021116288,368581.0835,14848.89025,282150.1859,13920.67805,22565.10333,23733.94619,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2016,41180,457,20.48,%,Crude Prevalence,2806207,648460.204,393845.239,116056.2,220314.4104,373645.313,269.6785735,0.043486802,307.3587137,25901.21052,554026.518,329625.817,205546.9526,0.021317499,369279.2017,14787.51762,265716.3109,13903.4097,23523.84178,22597.91111,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2017,41180,470,21.55,%,Crude Prevalence,2811588,653716.491,393635.175,109923.087,221446.3282,396095.9857,275.0545309,0.046310693,298.5066719,25680.89501,527042.788,324919.0379,207444.5942,0.021362572,369975.1722,14699.94748,225677.1446,12521.82743,23527.00261,23501.72732,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2018,41180,370,20.27,%,Crude Prevalence,2807002,662087.946,411901.0381,101609.024,219688.6302,442266.1233,283.0242594,0.049907012,308.2544782,25120.71513,531447.225,345014.0466,211372.0225,0.021420108,370593.0729,14879.48688,177195.0581,12433.21447,24332.51727,24671.69459,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2019,41180,449,22.53,%,Crude Prevalence,2807338,679083.201,412845.329,98831.27101,216669.3355,443407.654,298.0997725,0.053351848,315.4423479,25325.45186,509620.733,345665.7764,229042.0631,0.021282485,371610.2203,15404.13589,166630.7165,12958.12126,24327.58555,24668.88786,0.2,,2805850,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2020,41180,543,19.38,%,Crude Prevalence,2805465,693318.958,381552.0459,102929.778,213039.2242,438439.7265,326.1642428,0.058149532,325.2658257,25451.69849,530745.291,364984.5551,238245.6886,0.021297973,373000.2909,16395.98912,166379.6058,12853.7729,24306.84273,25654.02502,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2021,41180,569,21.54,%,Crude Prevalence,2803228,701441.933,414203.1413,83763.20501,169699.9143,472845.9897,342.2690054,0.061554061,333.3545605,25273.44297,533654.696,374542.9676,241152.5326,0.021457937,374401.5698,17091.96404,170933.3978,12803.04643,23919.07649,27829.39098,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2022,41180,499,19.34,%,Crude Prevalence,2805473,734717.693,399139.197,79136.133,165938.3386,445740.0412,381.7673333,0.067020272,351.0727876,23118.70357,616151.255,370571.167,252233.9729,0.021903614,376017.5184,17098.15552,173637.6008,12752.55287,23828.4795,28010.56955,,,,,78780.67265,0.264890306,367009.3197,290020.4926,62923.09145,17718.62486,3590.974112,279.7705714
2011,41420,153,24.01,%,Crude Prevalence,396103,84243.72895,49144.22645,21869.47733,32483.01148,37357.72278,0,0.001256446,55.253012,43497.481,56535.73543,44123.10755,25863.3539,0.002656878,67087.885,1335.583039,57261.2701,1100.188598,25086.52333,20586.37,,,,,3327.913253,0.360294371,,,,,,
2013,41420,142,26.79,%,Crude Prevalence,394865,88541.366,43430.466,29032.277,32252.00981,36515.078,10.85953432,0.001391309,44.87674613,26862.95536,56247,41247.584,25730.50673,0.002701646,56894.68891,1639.44953,61829.79199,979.3998425,25134.77167,19465.10667,,,,,3327.913253,0.360294371,,,,,,
2016,41420,143,29.05,%,Crude Prevalence,404026,101310.933,47077.513,23931.303,33448.82478,56884.501,10.504676,0.01065,40.48719909,21884.44894,50466.107,45642.337,24194.96243,0.002854794,58225.59252,1650.350334,57573.27773,943.3959364,28022.1,26805.20667,,,,,3327.913253,0.360294371,,,,,,
2018,41420,157,25.3,%,Crude Prevalence,418139,104415.996,49024.96601,19107.732,33089.75195,56419.71924,10.4952165,0.01207,42.65743849,21214.88893,52082.204,52633.5048,24631.61422,0.002864272,60340.45402,2053.403419,28227.87812,986.4729039,27203.31543,30758.7993,,,,,3327.913253,0.360294371,,,,,,
2019,41420,170,25.93,%,Crude Prevalence,424982,108795.137,49902.69349,20454.86,32274.90794,57441.04027,11.899496,0.01307,45.5229865,22324.18822,52313.984,53571.96185,26697.37776,0.002845272,61364.42952,2052.863376,27221.59186,986.3398021,27645.9088,31259.76144,,,,,3327.913253,0.360294371,,,,,,
2020,41420,128,22.83,%,Crude Prevalence,432102,111526.88,49726.20978,19025.184,33669.74806,57703.4458,11.52331971,0.01431,47.34215182,22205.32658,59692.196,57353.16308,26548.95878,0.002897584,62401.78544,1968.303276,31832.46396,1002.860424,29651.11862,32723.7771,,,,,3327.913253,0.360294371,,,,,,
2021,41420,156,27.85,%,Crude Prevalence,433903,115051.993,60003.44709,14401.714,22998.3836,58300.53478,10.88117755,0.01497,48.99796961,21351.51051,60995.704,66357.93926,25411.77331,0.002831129,62695.74803,2301.674505,31981.03262,1007.025118,33904.16208,35647.99205,,,,,3327.913253,0.360294371,,,,,,
2022,41420,143,27.77,%,Crude Prevalence,436948,119093.482,51066.707,15786.05,22665.01132,66256.72852,11.57452838,0.01602,52.2707366,20104.95558,93850.057,69870.848,26352.24698,0.002899426,63207.80333,2249.098264,32403.86679,1014.059716,30756.55953,33671.86733,,,,,3327.913253,0.360294371,,,,,,
2013,41460,93,17.15,%,Crude Prevalence,61963,15773.388,8162.501,3277.152,4784.792459,6681.177,2.909660572,0.00023342,5.819321143,1052.954564,12006.621,6298.425,4290.394958,0.000460883,14266.72456,280.222931,7630.903,219.5637258,3274.098333,3337.865,,,,,551.1675919,0.204068273,17262.32623,9191.478157,1033.326558,362.9755679,21.141225,0.248450963
2015,41460,104,19.34,%,Crude Prevalence,61782,14852.827,8074.363,2881.365,5489.196491,6882.494,3.212664,0.001695846,6.392112029,950.5733431,11246.418,6530.843,4671.197749,0.000507726,14174.5508,288.706914,6958.416816,216.1134539,3360,3319.72,,,,,551.1675919,0.204068273,17262.32623,9191.478157,1033.326558,362.9755679,21.141225,0.248450963
2017,41460,140,22.79,%,Crude Prevalence,61666,16565.74,8057.783446,3107.272,5488.756743,7939.299745,3.329964,0.00180488,6.011749977,960.4857024,13031.757,6885.923156,4530.184802,0.000499015,14100.40163,248.681045,5420.23323,197.6097044,3159.774396,3179.861021,,,,,551.1675919,0.204068273,17262.32623,9191.478157,1033.326558,362.9755679,21.141225,0.248450963
2012,41540,315,15.39,%,Crude Prevalence,120181,32639.27827,21123.64669,6440.388366,10831.89526,11000.29034,7.0305885,0.000270619,20.15965835,5177.716386,27089.33108,13812.45226,10448.17698,0.001002509,43074.774,751.717524,16063.0289,1023.331451,6637.196667,7215.665,,,,,61909.54741,0.215705799,,,,,,
