Locationabbr,Locationdesc,year,Sample_Size,Data_value,Data_value_unit,Data_value_type,countyname_combined,fips_combined,adult_population,adult_population18_65,population,total_65_and_older,total_adult_obesity,total_adult_smoking,total_below_18_years_of_age,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_female,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_mental_health_days,total_poor_or_fair_health,total_poor_physical_health_days,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime
40484,"Rockingham County-Strafford County, NH Metropolitan Division",2017.0,312,22.9,%,Crude Prevalence,ROCKINGHAM; STRAFFORD,33015; 33017,343052.9999886859,277583.9999858599,428602.0,65469.000002826,92610.00299687346,50189.76045098591,85549.0000113141,7292.091001146153,21241.570178565053,66561.16549359333,217376.00000374188,3.3195470000000005,2161.049924245268,33.48356813052723,2338.8893042312,68017.3949977062,52493.27873683859,35989.11853115243,43306.14035717645,22609.342448,5338.045793393954,116229.8411820622,1000.841948,33423.06372217882,675.8065882646608
40484,"Rockingham County-Strafford County, NH Metropolitan Division",2018.0,268,19.0,%,Crude Prevalence,ROCKINGHAM; STRAFFORD,33015; 33017,345958.0000039174,277715.0000206497,430679.0,68242.99998326771,95303.63800100045,50157.97981867846,84720.9999960826,5081.3279999832575,20864.793917292416,74568.82183001739,218245.9999944891,4.642062164489295,2077.306966305608,35.82233727539744,2348.9585578676,70534.08400073047,56198.450796435936,40706.057217698435,46952.235231325096,23743.60481434641,5670.683607149586,116792.2197544742,966.3875630000001,22548.063431623665,679.0691024459245
40484,"Rockingham County-Strafford County, NH Metropolitan Division",2019.0,273,19.12,%,Crude Prevalence,ROCKINGHAM; STRAFFORD,33015; 33017,350597.0000043327,278895.00000022346,434976.0,71702.0000041092,97033.74400113213,50825.52017138007,84378.9999956673,5836.261999890677,20244.108265474853,75572.24491660002,220234.99998993508,4.637325000000001,2019.0987417595084,34.668229400589134,2217.9071394858,68948.76700077248,56757.976905683245,41243.3150423606,47418.671479464625,26246.019634941804,5788.311898426555,117951.0055445394,1113.000933,21149.803229804154,662.2239401570496
40484,"Rockingham County-Strafford County, NH Metropolitan Division",2020.0,318,20.34,%,Crude Prevalence,ROCKINGHAM; STRAFFORD,33015; 33017,355134.9999971222,280061.99999271624,439266.0,75073.000004406,97856.4379991281,49244.301496786764,84131.0000028778,6650.489000332463,20431.78828849393,72186.24661907947,222207.99999568478,5.4118183640300845,1852.3139855318082,35.0826372498724,2282.1852200454,72312.26099929317,55585.355721034866,38255.69640182366,46428.22465003681,26853.468426588068,6123.160666349842,119129.9578875016,1451.640152,20661.126037162056,669.002510083364
40484,"Rockingham County-Strafford County, NH Metropolitan Division",2021.0,341,24.09,%,Crude Prevalence,ROCKINGHAM; STRAFFORD,33015; 33017,357513.9999972902,279808.00000164,440402.0,77705.9999956502,101945.29599905881,54152.73046447867,82888.0000027098,4810.9590002924315,14551.188674125326,78787.64901728077,222886.999992238,4.95616492377029,1727.1206155760071,31.903734825777534,2030.371426531,70623.8519992656,61407.536444764904,43715.70910913882,52091.302914179076,25991.642442030163,6113.50556418895,119453.543140755,1201.600029,20848.461994406018,670.9776146110696
40484,"Rockingham County-Strafford County, NH Metropolitan Division",2022.0,386,24.83,%,Crude Prevalence,ROCKINGHAM; STRAFFORD,33015; 33017,360597.999987584,279946.9999884239,442840.0,80650.99999916009,103341.86799650687,53942.56999817677,82242.000012416,4393.831000637204,14235.371551538326,74403.9220177187,224059.99998927722,4.807578843479574,1627.712962562879,31.73041483862514,1799.7565404011,76190.2839974247,65228.68293688307,46803.51799841328,49063.06192510633,25431.87019437072,6038.633652142399,120128.08853792181,1116.368122,22321.39931941619,674.9017592249377
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2011.0,172,13.97,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1594438.063,1340095.7419999999,2127355.0,254342.321,397071.33444800007,226379.52613399999,532916.937,86104.30155299998,161134.62237,277602.668538,1078065.621,0.0,47504.904283817006,267.06349400000005,242218.739,293003.33623099996,255373.0466666667,196135.26549,241913.57333333333,140145.416931,21000.17363991488,192277.106,8449.763140000001,261437.54187299998,12055.535226000002
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2012.0,123,10.6,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1594438.063,1340095.7419999999,2127355.0,254342.321,417253.63074299996,213441.09839999996,532916.937,107801.473653,163315.40910691733,275696.21399200003,1078065.621,111.60947052,47504.904283817006,254.5123373578694,245656.4307663451,280449.844838,254736.16333333333,200259.258493,240184.71666666665,133749.810144,21000.17363991488,192277.106,6364.344031,245468.81066299998,11089.272893896647
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2013.0,162,17.38,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1644170.9999444133,1374679.999894659,2176235.0,269491.0000497543,430411.6979841049,212704.9789922389,532064.0000555868,113085.19701411753,165227.0429131757,291172.31499013456,1109152.0000268058,113.81245279974193,46416.89097456209,222.94349663143652,130739.0578518236,289285.48198944994,260620.47,210002.2369921752,238470.52666666667,128970.0709466,26636.773259889018,155640.27078703092,8182.630683,259719.54397884276,10959.56871473619
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2014.0,103,14.27,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1665501.9999516704,1381524.999947025,2196482.0,283977.0000046452,429692.8129874559,214432.1779936431,530980.0000483298,119490.35401031454,170068.66277630732,301064.6059915193,1119735.2583732004,114.8860992389323,0.0,224.96472852444168,132966.35426807,285735.98299169075,254241.40666666668,215649.36999455013,242476.81333333332,130173.3264146,26685.233232671355,156567.9944535836,10971.067753,264111.2482780429,10316.893976689196
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2015.0,172,14.75,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1685719.9999989376,1387393.000064131,2215770.0,298326.9999348063,423359.62799906725,216988.17199959845,530050.0000010624,114971.36900181157,171451.0908367652,304666.4200000057,1130289.9999223335,107.451413,8172.138602585993,204.07170842185354,132670.29691201687,268072.10799955245,256438.77,218135.19199935466,244547.25000000003,130304.86970529999,26072.569295382382,158032.4463049089,9934.298920000001,279629.1209283461,9904.371259229676
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2016.0,139,15.84,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1714896.9999794774,1402224.9999198115,2244397.0,312672.00005966553,424155.06699453044,237766.94399673858,529500.0000205227,107090.31500582873,170915.65902343212,313084.040996627,1145638.0000391107,105.237479,7867.979569938398,200.8188967611109,132144.1855681096,273642.1249964347,277440.22,252598.11599620897,281286.28,131481.143623,25762.956697493377,159723.4007217063,9984.636970558813,276019.450206631,10035.757401612607
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2017.0,209,19.74,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1743959.9999501214,1417072.9999163973,2274194.0,326887.0000337244,443464.13298652903,212835.75636484736,530234.0000498784,101816.28101138296,170796.47683046234,324541.03676241956,1161134.0000048846,105.950338,7492.54355565762,200.12143753784682,133247.3862325718,286181.6999914478,286165.1133579349,273133.6218392843,281376.48705783696,131209.190078,26178.18058426518,161480.939841121,9936.048626,188483.73990741777,9610.991843291615
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2018.0,144,14.52,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1764289.0000080848,1424300.9999809843,2296418.0,339988.0000271006,445432.2540036897,209051.44982266607,532128.9999919152,101114.52099506253,169779.42621715038,345130.15495086776,1173635.000020102,107.28088169151334,7175.461026969248,211.67732389117063,131056.49276803649,306832.17200217076,287709.52964026656,253806.34255049672,271497.84222006344,133669.63470277964,26034.29984967773,163060.342288948,10866.022404000001,121336.71927586455,9700.214344036287
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2019.0,163,15.84,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1790219.9999479987,1441872.9999108997,2324884.0,348347.0000370987,443116.74098658125,212090.7601886644,534664.0000520014,82670.1930083999,163044.47703826538,350248.3231994234,1187680.9999037322,110.27183299999999,6952.717111762058,228.19292873635302,130140.65847118579,312593.28599071724,291256.4663378395,257476.71624502083,274833.4616668732,137119.17090305206,25972.187032322963,165566.643031588,11124.006226,100617.00793231346,9543.226496211908
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2021.0,95,17.13,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1828786.0000053395,1453701.9999637261,2363730.0,375084.0000416129,500436.17900201696,248266.58931962264,534943.999994661,74113.32599879426,122178.36073146334,387724.2453599568,1207311.0000347309,110.15929079510472,6445.063660936873,243.22847730100554,123977.6176841638,331779.47900136706,340424.7653139361,307866.50947728707,321687.22678733896,136329.86138344873,25382.174394390502,169119.6930556558,14318.420202000001,105774.00848529398,9684.895920147257
40900,"Sacramento--Roseville--Arden-Arcade, CA Metropolitan Statistical Area",2022.0,210,23.14,%,Crude Prevalence,EL DORADO; PLACER; SACRAMENTO; YOLO,6017; 6061; 6067; 6113,1840634.9999448613,1454532.9999580006,2374749.0,386101.9999868603,502505.9389845596,234100.07999246923,534114.0000551391,74843.51101032313,119284.35482919519,390589.23142655706,1212411.0000660277,116.1635482388589,5972.91674552855,248.49665445970655,119729.4968651901,413869.5439862834,332856.64954971673,314524.4639897096,300488.95458042657,143105.29605978078,24861.66157446393,169877.9194119933,13924.559732999998,113987.31869583913,9726.02224019272
41060,"St. Cloud, MN Metropolitan Statistical Area",2014.0,97,17.43,%,Crude Prevalence,BENTON; STEARNS,27009; 27145,146496.0000041248,122216.0000064197,190471.0,24279.999997705097,40990.642001161024,20217.20600057415,43974.9999958752,5245.989999505366,10394.173760902104,30029.78500083326,94470.4491414337,1.633216563010578,0.0,19.99244901916458,2550.7783754705,29066.853000831674,14356.523333333333,15061.608000435863,16908.98333333333,8587.1165803,3002.589500720458,71543.6861379908,484.978123,14856.007877587048,350.1851256847718
41060,"St. Cloud, MN Metropolitan Statistical Area",2015.0,125,18.77,%,Crude Prevalence,BENTON; STEARNS,27009; 27145,147020.9999976704,121846.00000607538,191306.0,25174.999991595,40487.81699935764,20291.1059996795,44285.0000023296,5742.923000299772,11072.6587633673,30133.78499951996,94941.000002065,1.52092,5764.796844017254,16.931490860786525,2495.8308825078,28082.11499955554,14421.246666666666,15119.057999762887,16987.873333333333,9359.0034254,3116.728405640598,71862.8235284808,502.24569199999996,12243.186015083054,354.024894627625
41060,"St. Cloud, MN Metropolitan Statistical Area",2016.0,113,15.94,%,Crude Prevalence,BENTON; STEARNS,27009; 27145,147950.0000058876,121971.00001377841,192418.0,25978.9999921092,40539.870001616335,22730.30100091467,44467.9999941124,6130.0469991857935,11991.464809924231,33023.38200131599,95571.0000007044,1.834944,4528.677154467339,15.452458508070713,2427.1202308928,31041.323001238037,17071.286666666663,15329.661000614027,17449.306666666667,9487.116542000002,3113.936389155838,72282.5111848944,554.5250586243742,12911.448492430267,356.0446406601182
41060,"St. Cloud, MN Metropolitan Statistical Area",2017.0,143,22.45,%,Crude Prevalence,BENTON; STEARNS,27009; 27145,149405.9999936506,122495.9999963376,194418.0,26909.999997313,41745.73299826693,22123.10991751314,45012.0000063494,6358.884000917076,12900.864826090785,31846.28333780508,96557.99999428581,2.630036,4546.61824916502,15.427306104037264,2458.917808565,29521.926998728497,19757.809466985807,17274.118912711012,20813.718178010786,9248.514414000001,3352.550159200292,73027.4569212664,675.7460440000001,9169.76831604015,350.3549986902002
41060,"St. Cloud, MN Metropolitan Statistical Area",2018.0,113,19.79,%,Crude Prevalence,BENTON; STEARNS,27009; 27145,150142.000000982,122209.9999954216,195644.0,27932.000005560403,42103.244000240185,22800.520755076654,45501.999999018,5614.667999868579,13309.011256795971,35105.18651665085,97010.00000728239,2.6210046259782,5909.423470626335,15.292248661271607,2622.3256512624002,31560.338000201387,20117.576335597467,18921.609931628605,19305.58618785896,9433.836443272892,3773.7272954149867,73488.9406224872,680.287568,6669.914210146613,352.55157857182
41060,"St. Cloud, MN Metropolitan Statistical Area",2019.0,128,21.34,%,Crude Prevalence,BENTON; STEARNS,27009; 27145,151253.9999982394,122613.9999935165,197759.0,28640.000004722897,43306.379999543635,22965.23119228652,46505.00000176059,5496.617000247811,13513.076725801786,35363.36471283337,98076.99999155488,2.682974,5862.7706958536255,14.477132306008972,2970.879376566,28974.119999685718,20333.477828565046,19063.904383826834,19511.042235764726,9974.661015731384,3541.4387887745734,74268.38576254921,762.9854369999999,6400.101143851883,370.9480783042775
41060,"St. Cloud, MN Metropolitan Statistical Area",2020.0,141,21.22,%,Crude Prevalence,BENTON; STEARNS,27009; 27145,152844.9999964627,123056.99999431302,199801.0,29788.0000021497,44626.55499897394,23032.039070823357,46956.000003537294,6295.338000483603,13764.422416742213,36878.66273062246,99161.9999942062,2.938172479498336,3251.1689777403267,15.696614490762805,3248.1850145715,33473.054999225336,21831.95495294711,19791.456765968676,20004.280269198007,10239.944836352272,3635.2174130468447,75041.28143306481,749.613198,6720.955724987916,374.6675116186865
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2011.0,523,18.68,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2171140.44,1796740.751,2852905.0,374399.689,639721.055058,454313.587119,681764.5599999999,109690.357582,229729.019474,421236.99158900004,1470557.93,0.0,,433.503445,63096.524000000005,576440.59319,316863.38666666666,306053.376788,332530.47,219524.706047,55323.46883500747,436446.174,14179.727983,247467.295475,18185.405292448275
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2012.0,386,16.91,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2171140.44,1796740.751,2852905.0,374399.689,665108.457408,433987.951304,681764.5599999999,126129.087411,233935.02106003393,421067.55438700004,1470557.93,230.49155271,,413.3462535474797,64551.2056278721,579839.341859,327469.6333333333,300099.46572700003,323415.07999999996,218568.8348779,55323.46883500747,436446.174,14647.622313,276938.87041200005,17304.169683751876
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2013.0,444,18.87,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2173911.00004621,1788141.0000755948,2842155.0,385769.9999706152,664804.0740130839,429357.5080072316,668243.9999537901,129975.62199183767,229277.4063520353,432188.2600091166,1464957.9999257766,253.5370934074645,214042.75627841213,361.87603610557073,29837.9836973477,580236.9380111272,335126.08,302383.188005815,321532.1533333333,214061.33267059998,56435.595952021504,406238.5732431257,14721.750121,283694.9910104216,15126.680200773444
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2014.0,401,20.03,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2183943.9999477686,1783382.9999537088,2845721.0,400560.99999405985,669005.8149843621,454154.666989935,661777.0000522314,132208.09501121758,228827.93245950429,444356.2009890965,1466838.8823640684,253.5474349571606,0.0,362.1724250630374,28530.5226183666,576610.8019871314,339141.7866666667,297702.19199313485,323471.97000000003,214224.7156287,55679.55998144526,406190.0340035541,15620.250584000001,291631.3938078861,14622.469506842597
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2015.0,457,19.41,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2195872.000010438,1783516.0000311835,2850771.0,412355.9999792545,670515.1490028221,456703.0940024173,654898.9999895622,125610.9579989381,227994.12113137613,446955.7450018386,1468764.0000045134,255.272736,30300.84878240597,333.6462647245865,26532.2042775826,561122.8040031377,339742.98,299356.4390011199,323941.36666666664,210826.27931019999,57386.708587116686,406830.4136099,14958.531881,288907.65737335477,14018.297731516841
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2016.0,457,20.48,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2205469.9999872628,1781334.9999966961,2855934.0,424134.99999056675,661757.3459964582,403036.81099807785,650464.0000127371,120096.47900168161,224600.7146535077,379176.21299825254,1471379.0000100948,250.83504399999998,27165.60714694249,322.2228971892161,25954.3330062783,565705.4699967054,345846.8566666667,337273.2629982212,360564.6,210593.12943600002,58307.66235359646,407530.51826121943,14894.083821941469,272083.1302099944,14001.089392578819
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2017.0,470,21.55,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2213456.9999841205,1778183.999953025,2860902.0,435273.00003109546,666213.1589951386,403230.33519234514,647445.0000158796,113425.27900311034,225429.2782606542,402044.483950628,1473150.999968167,259.213001,25214.989965901077,311.99421112843885,25726.0998056938,538220.5419967013,359975.2150809956,332689.54121621285,360774.41020377417,212435.397021,59417.8730999133,407903.0111053629,14798.186785000002,231816.76460763658,12601.513649991155
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2018.0,370,20.27,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2213498.000020451,1766967.0000320934,2856143.0,446530.9999883576,674709.6740053522,420925.9207282015,642644.9999795487,104827.73499723987,223407.1471348108,448535.3274250212,1469596.9999836567,266.7457884209507,23294.493800928434,321.29251487083064,25174.4013647033,543564.3330047379,377880.5477887657,353029.4237882283,373157.63351278356,216680.41082636316,62548.55888419131,408397.7461081889,15000.986546,182284.82989705564,12512.732455649042
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2019.0,449,22.53,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2218992.9999323743,1758645.9998677894,2856462.0,460347.0000645847,691643.4389792649,421881.9648017715,637469.0000676259,102161.76601149215,220292.08795671273,449684.85163901455,1469759.9999825237,287.939287,21464.36319930355,328.65402007461114,25461.498363239298,520487.23998516134,377833.9650893876,353690.1105082903,373081.12719220767,234547.43626154333,57689.529604414034,409415.55027969787,15533.501263000002,171566.91771916585,13068.872714826019
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2020.0,543,19.38,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2222146.000019438,1748516.0000327043,2854365.0,473629.999986734,706833.0210047716,390085.83899453934,632218.9999805617,105824.39599947332,216618.4401679322,445047.2999657008,1469534.9999522886,302.75259839256523,19085.119271691387,338.4480312007902,25558.7716746734,542733.5890027743,392753.3135112282,373523.08019204176,372712.703111813,243639.16894899798,57442.942594322194,410635.7488744031,16507.486152,171301.78728551784,12964.298962510686
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2021.0,569,21.54,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2224775.9999325606,1736975.9998829635,2851878.0,487800.0000495972,714768.8059792102,424655.3402184743,627102.0000674394,86703.17500765051,172509.22341242342,479648.97081860306,1468099.9999904605,325.3990179609955,17999.09950490426,346.21349570227665,25362.8191434496,545689.7959849889,426274.11131721124,384160.19885243097,367491.81133791275,246578.88480120836,55311.02202475701,411838.48946866865,17211.848344,175830.9462598001,12913.07072555073
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2022.0,499,19.34,%,Crude Prevalence,BOND; CALHOUN; CLINTON; JERSEY; MACOUPIN; MADISON; MONROE; ST. CLAIR; CRAWFORD; FRANKLIN; JEFFERSON; LINCOLN; ST. CHARLES; ST. LOUIS; WARREN; WASHINGTON; ST. LOUIS CITY,17005; 17013; 17027; 17083; 17117; 17119; 17133; 17163; 29055; 29071; 29099; 29113; 29183; 29189; 29219; 29221; 29510,2228534.9999724464,1727415.9999338305,2853816.0,501119.0000386158,748959.1919921275,409301.9049954002,625281.0000275539,81724.07100380187,168778.27031902902,452341.07792955654,1468106.0000327197,363.61136909988045,16517.586139739895,363.1828061613709,23255.1962214084,630151.196992135,429091.4060797651,379819.9299954765,365781.7055095883,257891.27297517413,60085.308409038764,413220.3515194734,17207.450778000002,178837.49567933776,12862.471761199868
41420,"Salem, OR Metropolitan Statistical Area",2011.0,153,24.01,%,Crude Prevalence,MARION; POLK,41047; 41053,292999.647,241081.469,396103.0,51918.178,84243.728952,49144.22645300001,103103.353,21869.477327000004,32483.011483000002,37357.722776,196919.34100000001,0.0,14295.882478632477,55.253012000000005,43497.481,56535.735425,41172.74,44123.107549,50173.04666666666,25863.353899,6012.879829887734,67087.88500000001,1335.583039,57261.270099999994,1100.188598
41420,"Salem, OR Metropolitan Statistical Area",2013.0,142,26.79,%,Crude Prevalence,MARION; POLK,41047; 41053,292969.9999890019,239662.9999763884,394865.0,53307.0000126135,88541.3659966602,43430.46599833593,101895.0000109981,29032.277003317573,32252.009805121357,36515.07799859908,198764.0000155136,8.769583094730736,11711.127109327483,44.87674612707069,26862.9553632365,56246.99999789736,38930.21333333333,41247.583998458664,50269.543333333335,25730.5067266,5828.59678115789,56894.688913965605,1639.4495299999999,61829.791993718594,979.399842542381
41420,"Salem, OR Metropolitan Statistical Area",2016.0,143,29.05,%,Crude Prevalence,MARION; POLK,41047; 41053,302980.00001361,242721.00000981422,404026.0,60259.0000037958,101310.9330045494,47077.513002113206,101045.99998639002,23931.302996778708,33448.82478287979,56884.50100255109,203816.99998509244,8.478860000000001,1540.0217595035263,40.48719908777571,21884.4489449426,50466.1070022641,53610.41333333334,45642.33700205402,56044.2,24194.96243,5788.747177052096,58225.5925215918,1650.3503339858696,57573.27772707463,943.395936426185
41420,"Salem, OR Metropolitan Statistical Area",2018.0,157,25.3,%,Crude Prevalence,MARION; POLK,41047; 41053,315267.9999940286,249964.9999896118,418139.0,65303.00000441679,104415.99599804846,49024.96601212077,102871.00000597141,19107.732001236844,33089.75195079892,56419.719237953366,210843.0000090271,8.441473368566179,1454.5146221499867,42.657438487161514,21214.888928237702,52082.20399901591,61517.59860280808,52633.50479928566,54406.6308646978,24631.61421848499,6126.712999934867,60340.45402297401,2053.403419,28227.878122079386,986.4729038774233
41420,"Salem, OR Metropolitan Statistical Area",2019.0,170,25.93,%,Crude Prevalence,MARION; POLK,41047; 41053,320936.9999819114,254243.99996312344,424982.0,66693.000018788,108795.13699385007,49902.69348956417,104045.0000180886,20454.86000361699,32274.907944011706,57441.04027332364,213945.000007186,9.556008,1390.900842277876,45.52298649776128,22324.188216000603,52313.98399706051,62519.52287907782,53571.961852789216,55291.817600719776,26697.37775534743,6374.131909582779,61364.4295190134,2052.8633760000002,27221.591863814927,986.3398021455844
41420,"Salem, OR Metropolitan Statistical Area",2020.0,128,22.83,%,Crude Prevalence,MARION; POLK,41047; 41053,327246.0000149634,257622.0000284046,432102.0,69623.9999865588,111526.88000509687,49726.20978223557,104855.9999850366,19025.183997259897,33669.74806285155,57703.44580282302,217545.0000147904,9.250294746690004,1313.7733160863445,47.34215182112816,22205.326575500403,59692.19600272469,65447.55419338251,57353.16307983231,59302.23723723805,26548.95877901402,6481.184144488845,62401.785441746004,1968.3032759999999,31832.463958916433,1002.8604242254183
41420,"Salem, OR Metropolitan Statistical Area",2021.0,156,27.85,%,Crude Prevalence,MARION; POLK,41047; 41053,330044.9999795282,257844.9999740082,433903.0,72200.00000552,115051.99299286236,60003.447086782064,103858.0000204718,14401.714002843744,22998.383595914016,58300.534780742586,218466.9999895436,8.722385910421174,1264.665668796713,48.99796961434805,21351.510509919903,60995.703996219134,71295.98410168265,66357.93925774559,67808.32415799738,25411.77330959859,6695.054893349444,62695.748031949806,2301.674505,31981.03262295328,1007.0251177682676
